description,image,link,words,lemmatized_words,filtered_lemmatized_words,features,cluster
Nourish Noni Kokum Juice 1 Ltr,https://m.media-amazon.com/images/I/51XYu+7jW-L._AC_UL320_.jpg,https://www.amazon.in/Urjit-Nourish-Noni-Kokum-Juice/dp/B099QWH6ZJ/ref=sr_1_3972?qid=1679216401&s=grocery&sr=1-3972,"['Nourish', 'Noni', 'Kokum', 'Juice', '1', 'Ltr']","['Nourish', 'Noni', 'Kokum', 'Juice', '1', 'Ltr']","['Nourish', 'Noni', 'Kokum', 'Juice', '1', 'Ltr']","[5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 3, 0, 1, 0, 1, 1, 3, 0, 0, 2, 1, 1, 3, 0, 0, 0, 0, 0]",3
Storia 100 Fruit Juice Mango No Added Sugar  No Preservatives 200 ml PET Bottle Yellow,https://m.media-amazon.com/images/I/310+2JuUScL._AC_UL320_.jpg,https://www.amazon.in/Storia-Juice-Mango-Preservatives-Bottle/dp/B09W629962/ref=sr_1_1713?qid=1679216365&s=grocery&sr=1-1713,"['Storia', '100', 'Fruit', 'Juice', 'Mango', 'No', 'Added', 'Sugar', 'No', 'Preservatives', '200', 'ml', 'PET', 'Bottle', 'Yellow']","['Storia', '100', 'Fruit', 'Juice', 'Mango', 'No', 'Added', 'Sugar', 'No', 'Preservatives', '200', 'ml', 'PET', 'Bottle', 'Yellow']","['Storia', '100', 'Fruit', 'Juice', 'Mango', 'Added', 'Sugar', 'Preservatives', '200', 'ml', 'PET', 'Bottle', 'Yellow']","[12, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 4, 0, 1, 3, 7, 0, 2, 0, 4, 0, 0, 4, 1, 1, 4, 0, 0, 5, 2, 5, 3, 2, 1, 0, 0, 0]",4
1952 Coffee Instant Coffee Powder  Rich Blend of Coffee with Chicory Hot  Cold Coffee  2 packs of 100g,https://m.media-amazon.com/images/I/91t8eWGppaL._AC_UL320_.jpg,https://www.amazon.in/1952-Coffee-Instant-Powder-Chicory/dp/B0BFJSK7Q3/ref=sr_1_5176?qid=1679216423&s=grocery&sr=1-5176,"['1952', 'Coffee', 'Instant', 'Coffee', 'Powder', 'Rich', 'Blend', 'of', 'Coffee', 'with', 'Chicory', 'Hot', 'Cold', 'Coffee', '2', 'packs', 'of', '100g']","['1952', 'Coffee', 'Instant', 'Coffee', 'Powder', 'Rich', 'Blend', 'of', 'Coffee', 'with', 'Chicory', 'Hot', 'Cold', 'Coffee', '2', 'pack', 'of', '100g']","['1952', 'Coffee', 'Instant', 'Coffee', 'Powder', 'Rich', 'Blend', 'Coffee', 'Chicory', 'Hot', 'Cold', 'Coffee', '2', 'pack', '100g']","[14, 2, 2, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 6, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 10, 8, 1, 2, 2, 0, 1, 2, 0, 3, 8, 1, 0, 2, 1, 3, 0, 0, 1, 0, 1, 0]",6
Protinex Vanilla Delight  400 g  Health And Nutritional Drink Mix For Adults with High protein  10 Immuno Nutrients Ta,https://m.media-amazon.com/images/I/81sxCgoiVIL._AC_UL320_.jpg,https://www.amazon.in/Protinex-Vanilla-Delight-Nutritional-Nutrients/dp/B09VGCXF3N/ref=sr_1_6272?qid=1679216444&s=grocery&sr=1-6272,"['Protinex', 'Vanilla', 'Delight', '400', 'g', 'Health', 'And', 'Nutritional', 'Drink', 'Mix', 'For', 'Adults', 'with', 'High', 'protein', '10', 'Immuno', 'Nutrients', 'Ta']","['Protinex', 'Vanilla', 'Delight', '400', 'g', 'Health', 'And', 'Nutritional', 'Drink', 'Mix', 'For', 'Adults', 'with', 'High', 'protein', '10', 'Immuno', 'Nutrients', 'Ta']","['Protinex', 'Vanilla', 'Delight', '400', 'g', 'Health', 'Nutritional', 'Drink', 'Mix', 'Adults', 'High', 'protein', '10', 'Immuno', 'Nutrients', 'Ta']","[15, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 5, 0, 0, 1, 5, 0, 3, 3, 10, 0, 1, 6, 2, 7, 4, 1, 0, 5, 2, 9, 4, 0, 0, 2, 0, 0]",8
Goodricke Darjeeling Combo  Thurbo Darjeeling Tea 100g Castleton Vintage Darjeeling Tea 100g Roasted Darjeeling Tea,https://m.media-amazon.com/images/I/81qwaZm2ZoL._AC_UL320_.jpg,https://www.amazon.in/Goodricke-Darjeeling-Combo-Castleton-Vintage/dp/B0B31X3VCT/ref=sr_1_6275?qid=1679216444&s=grocery&sr=1-6275,"['Goodricke', 'Darjeeling', 'Combo', 'Thurbo', 'Darjeeling', 'Tea', '100g', 'Castleton', 'Vintage', 'Darjeeling', 'Tea', '100g', 'Roasted', 'Darjeeling', 'Tea']","['Goodricke', 'Darjeeling', 'Combo', 'Thurbo', 'Darjeeling', 'Tea', '100g', 'Castleton', 'Vintage', 'Darjeeling', 'Tea', '100g', 'Roasted', 'Darjeeling', 'Tea']","['Goodricke', 'Darjeeling', 'Combo', 'Thurbo', 'Darjeeling', 'Tea', '100g', 'Castleton', 'Vintage', 'Darjeeling', 'Tea', '100g', 'Roasted', 'Darjeeling', 'Tea']","[14, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 10, 2, 1, 2, 15, 0, 7, 1, 6, 4, 1, 5, 1, 6, 7, 0, 0, 6, 2, 4, 1, 0, 0, 0, 0, 0]",1
Woodi Pecks Bag 100 Pure Coffee Powder Plush 250Gms,https://m.media-amazon.com/images/I/71xllJ3Ak2L._AC_UL320_.jpg,https://www.amazon.in/Woodi-pecks-coffee-powder-250gms/dp/B01CEIA6MW/ref=sr_1_4617?qid=1679216412&s=grocery&sr=1-4617,"['Woodi', 'Pecks', 'Bag', '100', 'Pure', 'Coffee', 'Powder', 'Plush', '250Gms']","['Woodi', 'Pecks', 'Bag', '100', 'Pure', 'Coffee', 'Powder', 'Plush', '250Gms']","['Woodi', 'Pecks', 'Bag', '100', 'Pure', 'Coffee', 'Powder', 'Plush', '250Gms']","[8, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 5, 2, 1, 1, 1, 0, 1, 1, 1, 0, 4, 0, 0, 2, 3, 0, 2, 0, 1, 0, 0, 0]",9
TEACURRY Rose Green Tea  30 Pyramid Rose Green Tea Bags  Rose Green Tea Helps Lose Weight Boosts Digestion Relieves An,https://m.media-amazon.com/images/I/61Cjy7n12SL._AC_UL320_.jpg,https://www.amazon.in/TEACURRY-Rose-Green-Tea-Digestion/dp/B08X29PS85/ref=sr_1_8995?qid=1679216491&s=grocery&sr=1-8995,"['TEACURRY', 'Rose', 'Green', 'Tea', '30', 'Pyramid', 'Rose', 'Green', 'Tea', 'Bags', 'Rose', 'Green', 'Tea', 'Helps', 'Lose', 'Weight', 'Boosts', 'Digestion', 'Relieves', 'An']","['TEACURRY', 'Rose', 'Green', 'Tea', '30', 'Pyramid', 'Rose', 'Green', 'Tea', 'Bags', 'Rose', 'Green', 'Tea', 'Helps', 'Lose', 'Weight', 'Boosts', 'Digestion', 'Relieves', 'An']","['TEACURRY', 'Rose', 'Green', 'Tea', '30', 'Pyramid', 'Rose', 'Green', 'Tea', 'Bags', 'Rose', 'Green', 'Tea', 'Helps', 'Lose', 'Weight', 'Boosts', 'Digestion', 'Relieves']","[18, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 6, 0, 4, 1, 0, 1, 0, 1, 0, 5, 0, 0, 1, 19, 0, 3, 1, 5, 0, 0, 2, 1, 4, 7, 1, 0, 4, 10, 3, 0, 1, 0, 0, 1, 0]",2
Cafe Paraiso Caramel Coffee Powder 60g  Arabica Coffee Beans Powder  No Added Sugar  Vegan Instant Coffee Mix  Fla,https://m.media-amazon.com/images/I/812D6XpvMEL._AC_UL320_.jpg,https://www.amazon.in/Cafe-Paraiso-Caramel-Instant-Flavored/dp/B08T7KX8S9/ref=sr_1_6269?qid=1679216444&s=grocery&sr=1-6269,"['Cafe', 'Paraiso', 'Caramel', 'Coffee', 'Powder', '60g', 'Arabica', 'Coffee', 'Beans', 'Powder', 'No', 'Added', 'Sugar', 'Vegan', 'Instant', 'Coffee', 'Mix', 'Fla']","['Cafe', 'Paraiso', 'Caramel', 'Coffee', 'Powder', '60g', 'Arabica', 'Coffee', 'Beans', 'Powder', 'No', 'Added', 'Sugar', 'Vegan', 'Instant', 'Coffee', 'Mix', 'Fla']","['Cafe', 'Paraiso', 'Caramel', 'Coffee', 'Powder', '60g', 'Arabica', 'Coffee', 'Beans', 'Powder', 'Added', 'Sugar', 'Vegan', 'Instant', 'Coffee', 'Mix', 'Fla']","[16, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 5, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 12, 1, 1, 5, 13, 7, 3, 0, 3, 0, 0, 2, 1, 4, 6, 0, 0, 6, 3, 2, 1, 0, 2, 1, 0, 0]",6
Urban Platter Rose Hip Tea 200g,https://m.media-amazon.com/images/I/61dOKxVxh4L._AC_UL320_.jpg,https://www.amazon.in/Urban-Platter-Rose-Hip-200g/dp/B09FFJT325/ref=sr_1_8543?qid=1679216483&s=grocery&sr=1-8543,"['Urban', 'Platter', 'Rose', 'Hip', 'Tea', '200g']","['Urban', 'Platter', 'Rose', 'Hip', 'Tea', '200g']","['Urban', 'Platter', 'Rose', 'Hip', 'Tea', '200g']","[5, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0]",3
Bevzilla Hot Chocolate Powder Original Drink Powder With Organic Date Palm Jaggery 100 Pure Cocoa Zero Refined Sugar,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ooL2V81oL._AC_UL320_.jpg,https://www.amazon.in/Bevzilla-Chocolate-Original-Ingredients-Preservatives/dp/B0BD87RNR6/ref=sr_1_1354?qid=1679216357&s=grocery&sr=1-1354,"['Bevzilla', 'Hot', 'Chocolate', 'Powder', 'Original', 'Drink', 'Powder', 'With', 'Organic', 'Date', 'Palm', 'Jaggery', '100', 'Pure', 'Cocoa', 'Zero', 'Refined', 'Sugar']","['Bevzilla', 'Hot', 'Chocolate', 'Powder', 'Original', 'Drink', 'Powder', 'With', 'Organic', 'Date', 'Palm', 'Jaggery', '100', 'Pure', 'Cocoa', 'Zero', 'Refined', 'Sugar']","['Bevzilla', 'Hot', 'Chocolate', 'Powder', 'Original', 'Drink', 'Powder', 'Organic', 'Date', 'Palm', 'Jaggery', '100', 'Pure', 'Cocoa', 'Zero', 'Refined', 'Sugar']","[16, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 9, 0, 3, 3, 10, 1, 5, 1, 6, 0, 1, 5, 1, 4, 8, 0, 0, 9, 0, 3, 2, 1, 2, 0, 1, 1]",1
Tata Tea Gold Darjeeling  Fine Long Leaf Authentic Darjeeling Tea  Black Tea  200g,https://m.media-amazon.com/images/I/61A7436HZYL._AC_UL320_.jpg,https://www.amazon.in/TATA-TEA-Gold-Darjeeling-250g/dp/B08NQZG4B1/ref=sr_1_346?qid=1679216340&s=grocery&sr=1-346,"['Tata', 'Tea', 'Gold', 'Darjeeling', 'Fine', 'Long', 'Leaf', 'Authentic', 'Darjeeling', 'Tea', 'Black', 'Tea', '200g']","['Tata', 'Tea', 'Gold', 'Darjeeling', 'Fine', 'Long', 'Leaf', 'Authentic', 'Darjeeling', 'Tea', 'Black', 'Tea', '200g']","['Tata', 'Tea', 'Gold', 'Darjeeling', 'Fine', 'Long', 'Leaf', 'Authentic', 'Darjeeling', 'Tea', 'Black', 'Tea', '200g']","[12, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 9, 0, 2, 1, 10, 1, 4, 1, 4, 2, 1, 4, 0, 5, 2, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 0]",7
Nestea Tea With Lychee  Jasmine Flavour 144g,https://m.media-amazon.com/images/I/51u11XnVIoL._AC_UL320_.jpg,https://www.amazon.in/Nestea-Lychee-Jasmine-Flavour-144g/dp/B09TR7PBK9/ref=sr_1_5216?qid=1679216425&s=grocery&sr=1-5216,"['Nestea', 'Tea', 'With', 'Lychee', 'Jasmine', 'Flavour', '144g']","['Nestea', 'Tea', 'With', 'Lychee', 'Jasmine', 'Flavour', '144g']","['Nestea', 'Tea', 'Lychee', 'Jasmine', 'Flavour', '144g']","[5, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 6, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 0, 1, 0]",3
One Pegg Djour Premium Blended Water  500 ml Pack of 2,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/616mRifzPTL._AC_UL320_.jpg,https://www.amazon.in/One-Pegg-Djour-Premium-Blended/dp/B08XYTDX94/ref=sr_1_9314?qid=1679216497&s=grocery&sr=1-9314,"['One', 'Pegg', 'Djour', 'Premium', 'Blended', 'Water', '500', 'ml', 'Pack', 'of', '2']","['One', 'Pegg', 'Djour', 'Premium', 'Blended', 'Water', '500', 'ml', 'Pack', 'of', '2']","['One', 'Pegg', 'Djour', 'Premium', 'Blended', 'Water', '500', 'ml', 'Pack', '2']","[9, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 2, 6, 0, 2, 0, 1, 1, 1, 2, 3, 2, 1, 0, 0, 3, 0, 1, 2, 0, 0, 0, 0, 0]",9
Old Harbor Premium Assam Black Tea 100 Tea Bags100 Natural Flavorful Strong Black Tea  staplefree,https://m.media-amazon.com/images/I/51N4eb8rodL._AC_UL320_.jpg,https://www.amazon.in/Old-Harbor-Black-Tea-100-Bags/dp/B071R2TZFB/ref=sr_1_4179?qid=1679216407&s=grocery&sr=1-4179,"['Old', 'Harbor', 'Premium', 'Assam', 'Black', 'Tea', '100', 'Tea', 'Bags100', 'Natural', 'Flavorful', 'Strong', 'Black', 'Tea', 'staplefree']","['Old', 'Harbor', 'Premium', 'Assam', 'Black', 'Tea', '100', 'Tea', 'Bags100', 'Natural', 'Flavorful', 'Strong', 'Black', 'Tea', 'staplefree']","['Old', 'Harbor', 'Premium', 'Assam', 'Black', 'Tea', '100', 'Tea', 'Bags100', 'Natural', 'Flavorful', 'Strong', 'Black', 'Tea', 'staplefree']","[14, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 12, 1, 2, 1, 7, 2, 2, 0, 1, 0, 2, 7, 3, 1, 3, 1, 0, 7, 4, 3, 3, 1, 0, 0, 0, 0]",7
Bakefat India Vanilla Frappe PowderCoffee Thickener Powder250gm,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61zdrlmNRnL._AC_UL320_.jpg,https://www.amazon.in/Tastecraft-Vanilla-Frappe-Thickener-Powder-1Kg/dp/B09B6ZW5Y2/ref=sr_1_5913?qid=1679216437&s=grocery&sr=1-5913,"['Bakefat', 'India', 'Vanilla', 'Frappe', 'PowderCoffee', 'Thickener', 'Powder250gm']","['Bakefat', 'India', 'Vanilla', 'Frappe', 'PowderCoffee', 'Thickener', 'Powder250gm']","['Bakefat', 'India', 'Vanilla', 'Frappe', 'PowderCoffee', 'Thickener', 'Powder250gm']","[6, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 6, 0, 1, 3, 8, 3, 1, 1, 3, 0, 2, 2, 1, 3, 3, 2, 0, 4, 0, 1, 0, 0, 2, 0, 0, 0]",9
Grandmas Fresh Grape Squash 500ml  Pack of 4  100 Natural Fruit Pulp,https://m.media-amazon.com/images/I/51mz0dZtUBL._AC_UL320_.jpg,https://www.amazon.in/Grandmas-Fresh-Grape-Squash-500ml/dp/B0B28HX43X/ref=sr_1_7035?qid=1679216459&s=grocery&sr=1-7035,"['Grandmas', 'Fresh', 'Grape', 'Squash', '500ml', 'Pack', 'of', '4', '100', 'Natural', 'Fruit', 'Pulp']","['Grandmas', 'Fresh', 'Grape', 'Squash', '500ml', 'Pack', 'of', '4', '100', 'Natural', 'Fruit', 'Pulp']","['Grandmas', 'Fresh', 'Grape', 'Squash', '500ml', 'Pack', '4', '100', 'Natural', 'Fruit', 'Pulp']","[10, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 1, 2, 0, 0, 2, 1, 0, 1, 3, 2, 1, 0, 2, 1, 5, 3, 2, 4, 0, 0, 0, 0, 0]",0
Jivraj 9 Tea Ctc Leaf Tea 500 Grams,https://m.media-amazon.com/images/I/513W3M8zJiL._AC_UL320_.jpg,https://www.amazon.in/Jivraj-Tea-Ctc-Leaf-Grams/dp/B01825C2D2/ref=sr_1_3849?qid=1679216398&s=grocery&sr=1-3849,"['Jivraj', '9', 'Tea', 'Ctc', 'Leaf', 'Tea', '500', 'Grams']","['Jivraj', '9', 'Tea', 'Ctc', 'Leaf', 'Tea', '500', 'Grams']","['Jivraj', '9', 'Tea', 'Ctc', 'Leaf', 'Tea', '500', 'Grams']","[7, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 3, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0]",0
Krishnas Neem Juice Of Fresh Leaves Blood Purifier 500ml Pack of 2,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81r-0Ce7e-L._AC_UL320_.jpg,https://www.amazon.in/Krishnas-Herbal-Ayurveda-Neem-Juice/dp/B084P739XD/ref=sr_1_7190?qid=1679216462&s=grocery&sr=1-7190,"['Krishnas', 'Neem', 'Juice', 'Of', 'Fresh', 'Leaves', 'Blood', 'Purifier', '500ml', 'Pack', 'of', '2']","['Krishnas', 'Neem', 'Juice', 'Of', 'Fresh', 'Leaves', 'Blood', 'Purifier', '500ml', 'Pack', 'of', '2']","['Krishnas', 'Neem', 'Juice', 'Fresh', 'Leaves', 'Blood', 'Purifier', '500ml', 'Pack', '2']","[9, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 1, 7, 1, 0, 2, 4, 0, 1, 2, 2, 1, 2, 0, 0, 4, 4, 0, 2, 1, 0, 0, 0, 0]",9
Daromas Sugarfree Premix Coffee Powder 1kg  Instant Sugarless Premix Coffee  Ready to Drink Coffee for Vending Machine,https://m.media-amazon.com/images/I/71jhWZaFULL._AC_UL320_.jpg,https://www.amazon.in/Daromas-Sugarfree-Instant-Sugarless-Machine/dp/B0BK1VD1Q4/ref=sr_1_6765?qid=1679216454&s=grocery&sr=1-6765,"['Daromas', 'Sugarfree', 'Premix', 'Coffee', 'Powder', '1kg', 'Instant', 'Sugarless', 'Premix', 'Coffee', 'Ready', 'to', 'Drink', 'Coffee', 'for', 'Vending', 'Machine']","['Daromas', 'Sugarfree', 'Premix', 'Coffee', 'Powder', '1kg', 'Instant', 'Sugarless', 'Premix', 'Coffee', 'Ready', 'to', 'Drink', 'Coffee', 'for', 'Vending', 'Machine']","['Daromas', 'Sugarfree', 'Premix', 'Coffee', 'Powder', '1kg', 'Instant', 'Sugarless', 'Premix', 'Coffee', 'Ready', 'Drink', 'Coffee', 'Vending', 'Machine']","[14, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 7, 0, 1, 3, 15, 7, 4, 1, 5, 0, 2, 1, 3, 6, 5, 0, 0, 8, 4, 2, 2, 0, 1, 2, 1, 0]",6
Organic India Thandai  Instant Pre Mix 100 gm,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71IAA56UKXL._AC_UL320_.jpg,https://www.amazon.in/Organic-India-Thandai-Instant-Pre/dp/B0BVRFHG2C/ref=sr_1_2914?qid=1679216385&s=grocery&sr=1-2914,"['Organic', 'India', 'Thandai', 'Instant', 'Pre', 'Mix', '100', 'gm']","['Organic', 'India', 'Thandai', 'Instant', 'Pre', 'Mix', '100', 'gm']","['Organic', 'India', 'Thandai', 'Instant', 'Pre', 'Mix', '100', 'gm']","[7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 1, 0, 2, 1, 4, 0, 0, 0, 1, 5, 0, 0, 0, 2, 1, 2, 0, 0, 0, 1, 0, 0]",0
Seven Beans  URUBAGE South Indian Filter Coffee Powder  Coffee 80 Chicory 20 500 g Medium Roast Pack of 2,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91fay24ZVYL._AC_UL320_.jpg,https://www.amazon.in/Seven-Beans-URUBAGE-Indian-Chicory/dp/B08HGZY55G/ref=sr_1_1495?qid=1679216360&s=grocery&sr=1-1495,"['Seven', 'Beans', 'URUBAGE', 'South', 'Indian', 'Filter', 'Coffee', 'Powder', 'Coffee', '80', 'Chicory', '20', '500', 'g', 'Medium', 'Roast', 'Pack', 'of', '2']","['Seven', 'Beans', 'URUBAGE', 'South', 'Indian', 'Filter', 'Coffee', 'Powder', 'Coffee', '80', 'Chicory', '20', '500', 'g', 'Medium', 'Roast', 'Pack', 'of', '2']","['Seven', 'Beans', 'URUBAGE', 'South', 'Indian', 'Filter', 'Coffee', 'Powder', 'Coffee', '80', 'Chicory', '20', '500', 'g', 'Medium', 'Roast', 'Pack', '2']","[17, 4, 0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 4, 0, 2, 3, 10, 4, 1, 2, 4, 0, 1, 1, 1, 4, 6, 0, 0, 3, 2, 3, 2, 1, 1, 0, 1, 0]",6
Vringra Sea Buckthorn JuiceNatural Health Drink Immunity Booster Health Supplement JuiceConcentrated Juice 500ml Pack ,https://m.media-amazon.com/images/I/617WJpFrpxL._AC_UL320_.jpg,https://www.amazon.in/Buckthorn-Juice-Natural-Immunity-Supplement-Juice-Concentrated/dp/B08C2WJBBJ/ref=sr_1_4750?qid=1679216415&s=grocery&sr=1-4750,"['Vringra', 'Sea', 'Buckthorn', 'JuiceNatural', 'Health', 'Drink', 'Immunity', 'Booster', 'Health', 'Supplement', 'JuiceConcentrated', 'Juice', '500ml', 'Pack']","['Vringra', 'Sea', 'Buckthorn', 'JuiceNatural', 'Health', 'Drink', 'Immunity', 'Booster', 'Health', 'Supplement', 'JuiceConcentrated', 'Juice', '500ml', 'Pack']","['Vringra', 'Sea', 'Buckthorn', 'JuiceNatural', 'Health', 'Drink', 'Immunity', 'Booster', 'Health', 'Supplement', 'JuiceConcentrated', 'Juice', '500ml', 'Pack']","[13, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 2, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 8, 0, 6, 1, 11, 0, 1, 3, 6, 0, 3, 5, 4, 7, 4, 2, 0, 7, 1, 9, 7, 0, 0, 0, 1, 0]",8
Leo Coffee Special Peaberry Freshly Ground Filter Coffee Powder 250g Coarse Grind,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81XPxyThwML._AC_UL320_.jpg,https://www.amazon.in/Coffee-Special-Peaberry-Freshly-Ground/dp/B09DXBW6P5/ref=sr_1_5502?qid=1679216429&s=grocery&sr=1-5502,"['Leo', 'Coffee', 'Special', 'Peaberry', 'Freshly', 'Ground', 'Filter', 'Coffee', 'Powder', '250g', 'Coarse', 'Grind']","['Leo', 'Coffee', 'Special', 'Peaberry', 'Freshly', 'Ground', 'Filter', 'Coffee', 'Powder', '250g', 'Coarse', 'Grind']","['Leo', 'Coffee', 'Special', 'Peaberry', 'Freshly', 'Ground', 'Filter', 'Coffee', 'Powder', '250g', 'Coarse', 'Grind']","[11, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 3, 12, 4, 1, 1, 3, 0, 0, 3, 0, 2, 6, 1, 0, 8, 2, 1, 1, 0, 1, 0, 2, 0]",1
